用户名,评论时间,IP属地,评论分数,有用数量,短评内容
今天小熊不吃糖,2024-06-01 13:40:25,北京,5星,121,如果未来我能有幸拥有一个女儿，若干年后，我一定会陪她再看一次这部电影
怪树里,2024-06-01 19:42:36,上海,5星,141,第一次对一个电影全无了解就被拉进电影院，名字也好普，为什么不能叫女孩与海或者老娘与海？在电影院和左右两边的女生从头到尾都在默默擦泪。真希望多点妈妈带女儿走进电影院看她，真希望大家都不要和女权割席，毕竟我们都实实在在享受着前辈们拼了命才争取来的今天。
智慧狗兔,2024-07-30 22:37:01,上海,5星,103,《老娘 老娘的姐妹们和老娘的老娘 与海》
nana,2024-08-12 19:05:58,上海,5星,104,据说这部电影筹备了7年。我猜原因很多，其中可能有巴黎奥运会的关系。影片中提到1924年的巴黎奥运会，对标2024年的巴黎奥运会，100年后奥运会回到了同一个地方。1900年的巴黎奥运会是现代奥运会历史上第一次出现女性运动员的身影。都是巴黎奥运会，所以2024巴黎奥运会开幕式上看到10位女性的雕像，我真的非常感动。尤其是在明白那个年代女性所面临的偏见、受到的打压、被剥夺的权利的时候。影片中，女性们守望相助，楚迪的成功，来自于妈妈、姐姐、教练，来自于把她当作英雄的小女孩、在夜里为她点亮的一盏盏灯、以及岸边燃烧起的熊熊大火。这些灯火，点燃了女性们奋斗的方向。女性的光芒注定是无法被掩盖的。
青棠,2024-07-19 20:31:28,宁夏,5星,112,泪流满面。给一个女人和男人同样的资源和条件，她将无所不能，比男性更优秀。
D,2024-06-13 17:56:12,浙江,4星,92,极其优秀的八股传记之所以说是八股，实在是太套路了，人物形象也有些脸谱化，每一个角色的作用仿佛写在脸上，母亲的相信，父亲的保守与爱，姐姐的对比，负责的老师还有迂腐的反派。在横渡之前甚至有些流水账，每一个角色的每一场戏都是作用，每一句台词都是金句，不免失去了人物本身应有的魅力，活成了一个个机器但是，这仍是极其优秀的，因为迪士尼太懂励志怎么拍了，横渡部分的跌宕起伏就是能够让所有人带入，即使知道这是第一位横渡英吉利海峡的女性传记也依旧为她感到担心，成功之时依旧热烈盈眶前行，哪怕没有回头路
Clivia,2024-07-28 18:44:59,北京,5星,69,希望自己之后在每一个孤单、无助、想放弃的夜晚，都能想起她。
胡铁梅,2024-07-04 13:03:20,广东,4星,54,有点失望，过于教科书了。关于她个人生平的部分还可以，看的时候一直想到叶舟穿越18公里的桨板世锦赛；但是对那个时代女性困境的表达太浅薄、太浮于表面了，性别歧视就是说几句难听话+下点药，怎么可能这么简单？另外女主形象塑造得太伟光正了，说出的每句话都是经典。为真实人物加一星吧。
想看见大象,2024-07-06 21:19:01,重庆,5星,77,最感动的是小女孩对特鲁迪说：“因为你我现在可以学游泳了，你是我的偶像，我以后也要成为你这样的人”，想到伍尔夫说的一代一代的影响，伟大女性先驱者让我们和社会知道我们什么路都可以走，让我们更勇敢无畏的去追求！就像结尾照亮迷失在黑夜海水中女主的篝火，致敬你们！（排片很少，译名歪曲，来看的都是女性，感动…）
依舒泽耶卡,2024-07-21 22:37:45,上海,5星,82,最震撼感动的瞬间是抓住浅滩沙子的那一刻，从海洋到陆地，她创造人类的极限，撕碎父权男权社会千百年的恶毒与傲慢。
ateat_,2024-07-10 22:01:26,北京,3星,50,这真是我看过最公式化的电影……
光,2024-09-28 17:04:20,辽宁,3星,36,女权是门生意，只要沾上这个元素，再平庸的作品也有一堆人无脑叫好。
子文东🤪👻,2024-07-04 20:23:09,陕西,5星,35,终于有机会把这部惦记很久的电影看完了。即使是很套路的体育片，但剧本扎实演员演技极佳，所以仍然非常动人。而且就算明明白白地把性别平等的态度摊开，因为讲的是事实，所以也不会让人觉得用力过猛。唯一有一点过于戏剧化和刻意的是那个男教练，但当个搞笑角色对待也无不可。但电影再怎样好，最动人的还是最后历史影像呈现出来的一刻——我看到片尾的确怀疑这种场面是不是太夸张了，然而居然仍然是真的，所以简直像回到了那个时代那样的现场一样感动。（另外，影院里还有妈妈带着十岁出头的女儿一起来看，是很有心的妈妈了，希望一代又一代的女性能活得更开阔吧）
