用户名,评论时间,IP属地,评论分数,有用数量,短评内容
婷婷爱八卦,2017-12-20 14:52:51,,5星,230,目前最爱的电影了，一口气在电影院看了三遍，泪流满面，这么大的灾难面前人是多么的脆弱！祝福他们重新投个好胎好好地活着
纤纤,2017-05-24 12:19:42,,4星,30,悲剧的结局塑造经典，天人永隔总是让人唏嘘…灾难面前人性被无限放大…心酸又震撼…
猫様,2009-04-27 16:27:54,,3星,47,讲道理……撇开历史上真实泰坦尼克的传奇效应、斥巨资真船真沉的噱头、恰逢颜巅峰的小李子、第一部国内公映好莱坞电影带来的童年滤镜这些光环………电影本身真的………很一般
元气满满himiko,2023-03-04 07:22:16,江苏,5星,86,原来海洋之心的泰坦尼克号是这样的，信念是突破一切的来源，要相信！
adakenndy,2015-12-30 01:08:32,,5星,34,更为重要的是，在国产大片年年见面的今日今时，回头再看[泰坦尼克]，才发现所谓影人勒紧裤腰带探索多年的经验，十年前，就已经有人做到了近乎完美，不仅赚得票子和眼泪，赢了口碑，而且承载了整整一代人的记忆和青春
我lu不会飞,2017-02-13 21:56:18,,5星,44,灾难面前见真情，他们的爱情千古流传
sharon,2017-03-18 21:13:33,,4星,30,犹记得初中时第一次看大船时的惊艳感，不仅仅是男女主的美貌还有画面和音乐
狗富贵,2017-05-20 16:35:05,,4星,40,伟大的爱情，露丝代替杰克好好的活着啊……
接十分钟的吻,2018-03-14 18:34:20,,3星,62,高中同学推荐我看的，但是实在是太长了，没有耐心看下去，不过杰克好帅啊
万俟陨枫,2015-11-09 22:48:02,,1星,112,这里所谓的爱情就是色情。一星给主题歌，完全靠主题歌拔高感觉。立意差。男主一个混混没错吧，教女生各种坏，女生根本不是为了爱情放弃的金钱，女生本来是受不了上流社会的虚伪和做作，已经去跳船了，男主盯着女生尾随到船尾，然后骗了这个女生，无非是想睡，后面就睡了。这里面有爱？
